0 0.0805296 0.0805296 2 1 0
2.75149e-05 0.0805296 0.0805296 1 1 0
5.52623e-05 0.0805298 0.0805298 1 1 0
0.000111461 0.0805304 0.0805304 1 1 0
0.000226717 0.0805331 0.0805331 1 1 0
0.000376257 0.080539 0.080539 1 1 0
0.000531997 0.0805481 0.0805481 1 1 0
0.000694046 0.0805606 0.0805606 1 1 0
0.000862482 0.0805767 0.0805767 1 1 0
0.00103734 0.0805967 0.0805967 1 1 0
0.0012186 0.0806208 0.0806208 1 1 0
0.00140618 0.0806491 0.0806491 1 1 0
0.00159994 0.080682 0.080682 1 1 0
0.00179965 0.0807195 0.0807195 1 1 0
0.00200501 0.080762 0.080762 1 1 0
0.00221564 0.0808094 0.0808094 1 1 0
0.00243109 0.0808619 0.0808619 1 1 0
0.00265085 0.0809195 0.0809195 1 1 0
0.00287435 0.0809823 0.0809823 1 1 0
0.00310098 0.0810502 0.0810502 1 1 0
0.00333011 0.0811231 0.0811231 1 1 0
0.00356111 0.081201 0.081201 1 1 0
0.00379336 0.0812836 0.0812836 1 1 0
0.00402627 0.0813709 0.0813709 1 1 0
0.00425928 0.0814627 0.0814627 1 1 0
0.00449189 0.0815587 0.0815587 1 1 0
0.00472364 0.0816587 0.0816587 1 1 0
0.00495413 0.0817626 0.0817626 1 1 0
0.00518302 0.0818702 0.0818702 1 1 0
0.00541001 0.0819813 0.0819813 1 1 0
0.00563487 0.0820956 0.0820956 1 1 0
0.00585738 0.0822131 0.0822131 1 1 0
0.00607739 0.0823336 0.0823336 1 1 0
0.00629478 0.0824569 0.0824569 1 1 0
0.00650945 0.082583 0.082583 1 1 0
0.00672133 0.0827116 0.0827116 1 1 0
0.00693038 0.0828426 0.0828426 1 1 0
0.00713656 0.0829761 0.0829761 1 1 0
0.00733988 0.0831119 0.0831119 1 1 0
0.00754032 0.0832498 0.0832498 1 1 0
0.0077379 0.0833899 0.0833899 1 1 0
0.00793264 0.083532 0.083532 1 1 0
0.00812457 0.0836762 0.0836762 1 1 0
0.00831372 0.0838223 0.0838223 1 1 0
0.00850012 0.0839703 0.0839703 1 1 0
0.00868383 0.0841202 0.0841202 1 1 0
0.00886487 0.0842719 0.0842719 1 1 0
0.0090433 0.0844254 0.0844254 1 1 0
0.00921915 0.0845806 0.0845806 1 1 0
0.00939249 0.0847376 0.0847376 1 1 0
0.00956335 0.0848963 0.0848963 1 1 0
0.00973179 0.0850566 0.0850566 1 1 0
0.00989784 0.0852187 0.0852187 1 1 0
0.0100616 0.0853823 0.0853823 1 1 0
0.010223 0.0855476 0.0855476 1 1 0
0.0103822 0.0857145 0.0857145 1 1 0
0.0105392 0.085883 0.085883 1 1 0
0.0106941 0.086053 0.086053 1 1 0
0.0108468 0.0862247 0.0862247 1 1 0
0.0109975 0.0863979 0.0863979 1 1 0
0.0111462 0.0865726 0.0865726 1 1 0
0.0112929 0.0867489 0.0867489 1 1 0
0.0114377 0.0869268 0.0869268 1 1 0
0.0115805 0.0871062 0.0871062 1 1 0
0.0117216 0.0872871 0.0872871 1 1 0
0.0117267 0.0872938 0.0872938 1 1 0
0.0118659 0.0874762 0.0874762 2 1 0
0.0120033 0.0876602 0.0876602 2 1 0
0.0121389 0.0878457 0.0878457 2 1 0
0.0122728 0.0880327 0.0880327 2 1 0
0.0124051 0.0882212 0.0882212 2 1 0
0.0125358 0.0884112 0.0884112 2 1 0
0.0126648 0.0886027 0.0886027 2 1 0
0.0127923 0.0887957 0.0887957 2 1 0
0.0129183 0.0889902 0.0889902 2 1 0
0.0130428 0.0891862 0.0891862 2 1 0
0.0131659 0.0893836 0.0893836 2 1 0
0.0132875 0.0895825 0.0895825 2 1 0
0.0134077 0.089783 0.089783 2 1 0
0.0135265 0.0899848 0.0899848 2 1 0
0.0136441 0.0901882 0.0901882 2 1 0
0.0137603 0.0903931 0.0903931 2 1 0
0.0138753 0.0905994 0.0905994 2 1 0
0.013989 0.0908071 0.0908071 2 1 0
0.0141015 0.0910164 0.0910164 2 1 0
0.0142128 0.0912271 0.0912271 2 1 0
0.014323 0.0914393 0.0914393 2 1 0
0.014432 0.0916529 0.0916529 2 1 0
0.01454 0.091868 0.091868 2 1 0
0.0146469 0.0920845 0.0920845 2 1 0
0.0147527 0.0923025 0.0923025 2 1 0
0.0148576 0.092522 0.092522 2 1 0
0.0149614 0.0927429 0.0927429 2 1 0
0.0150643 0.0929652 0.0929652 2 1 0
0.0151663 0.093189 0.093189 2 1 0
0.0152673 0.0934142 0.0934142 2 1 0
0.0153675 0.0936409 0.0936409 2 1 0
0.0154668 0.093869 0.093869 2 1 0
0.0155653 0.0940985 0.0940985 2 1 0
0.0156629 0.0943294 0.0943294 2 1 0
0.0157599 0.0945617 0.0945617 2 1 0
0.015856 0.0947955 0.0947955 2 1 0
0.0159514 0.0950307 0.0950307 2 1 0
0.0160461 0.0952673 0.0952673 2 1 0
0.0161402 0.0955052 0.0955052 2 1 0
0.0162336 0.0957446 0.0957446 2 1 0
0.0163263 0.0959854 0.0959854 2 1 0
0.0164185 0.0962275 0.0962275 2 1 0
0.0165101 0.096471 0.096471 2 1 0
0.0166011 0.0967159 0.0967159 2 1 0
0.0166916 0.0969622 0.0969622 2 1 0
0.0167816 0.0972098 0.0972098 2 1 0
0.0168711 0.0974588 0.0974588 2 1 0
0.0169601 0.0977091 0.0977091 2 1 0
0.0170487 0.0979607 0.0979607 2 1 0
0.0171369 0.0982137 0.0982137 2 1 0
0.0172247 0.098468 0.098468 2 1 0
0.0173122 0.0987236 0.0987236 2 1 0
0.0173992 0.0989805 0.0989805 2 1 0
0.017486 0.0992387 0.0992387 2 1 0
0.0175725 0.0994982 0.0994982 2 1 0
0.0176587 0.0997589 0.0997589 2 1 0
0.0177447 0.100021 0.100021 2 1 0
0.0178304 0.100284 0.100284 2 1 0
0.0179159 0.100549 0.100549 2 1 0
0.0180012 0.100814 0.100814 2 1 0
0.0180864 0.101081 0.101081 2 1 0
0.0181715 0.10135 0.10135 2 1 0
0.0182564 0.101619 0.101619 2 1 0
0.0183412 0.10189 0.10189 2 1 0
0.018426 0.102161 0.102161 2 1 0
0.0185107 0.102434 0.102434 2 1 0
0.0185954 0.102708 0.102708 2 1 0
0.0186801 0.102983 0.102983 2 1 0
0.0187648 0.103259 0.103259 2 1 0
0.0188495 0.103537 0.103537 2 1 0
0.0189344 0.103815 0.103815 2 1 0
0.0190192 0.104095 0.104095 2 1 0
0.0191042 0.104375 0.104375 2 1 0
0.0191894 0.104657 0.104657 2 1 0
0.0192747 0.104939 0.104939 2 1 0
0.0193601 0.105223 0.105223 2 1 0
0.0194457 0.105507 0.105507 2 1 0
0.0195316 0.105793 0.105793 2 1 0
0.0196177 0.106079 0.106079 2 1 0
0.019704 0.106367 0.106367 2 1 0
0.0197907 0.106655 0.106655 2 1 0
0.0198776 0.106944 0.106944 2 1 0
0.0199648 0.107234 0.107234 2 1 0
0.0200524 0.107525 0.107525 2 1 0
0.0201403 0.107816 0.107816 2 1 0
0.0202287 0.108108 0.108108 2 1 0
0.0203174 0.108402 0.108402 2 1 0
0.0204065 0.108695 0.108695 2 1 0
0.0204961 0.10899 0.10899 2 1 0
0.0205862 0.109285 0.109285 2 1 0
0.0206767 0.109581 0.109581 2 1 0
0.0207678 0.109878 0.109878 2 1 0
0.0208593 0.110175 0.110175 2 1 0
0.0209515 0.110472 0.110472 2 1 0
0.0210441 0.110771 0.110771 2 1 0
0.0211374 0.111069 0.111069 2 1 0
0.0212312 0.111368 0.111368 2 1 0
0.0213257 0.111668 0.111668 2 1 0
0.0214208 0.111968 0.111968 2 1 0
0.0215166 0.112269 0.112269 2 1 0
0.0216131 0.11257 0.11257 2 1 0
0.0217102 0.112871 0.112871 2 1 0
0.0218081 0.113172 0.113172 2 1 0
0.0219067 0.113474 0.113474 2 1 0
0.0220061 0.113776 0.113776 2 1 0
0.0221062 0.114078 0.114078 2 1 0
0.0222071 0.11438 0.11438 2 1 0
0.0223089 0.114683 0.114683 2 1 0
0.0224114 0.114985 0.114985 2 1 0
0.0225148 0.115288 0.115288 2 1 0
0.0226191 0.11559 0.11559 2 1 0
0.0227242 0.115893 0.115893 2 1 0
0.0228303 0.116195 0.116195 2 1 0
0.0229372 0.116497 0.116497 2 1 0
0.0230451 0.116799 0.116799 2 1 0
0.0231539 0.117101 0.117101 2 1 0
0.0232637 0.117403 0.117403 2 1 0
0.0233745 0.117705 0.117705 2 1 0
0.0234862 0.118006 0.118006 2 1 0
0.023599 0.118306 0.118306 2 1 0
0.0237128 0.118607 0.118607 2 1 0
0.0238276 0.118907 0.118907 2 1 0
0.0239435 0.119206 0.119206 2 1 0
0.0240604 0.119505 0.119505 2 1 0
0.0241785 0.119803 0.119803 2 1 0
0.0242976 0.120101 0.120101 2 1 0
0.0244178 0.120398 0.120398 2 1 0
0.0245392 0.120695 0.120695 2 1 0
0.0246617 0.12099 0.12099 2 1 0
